leaf_id,n,mean,std,ci95_lo,ci95_hi
8,37,227.2594594594594,13.806509617420476,223.04777027027023,231.71621621621622
9,35,214.24571428571429,17.40901807122049,208.11971428571425,219.84378571428573
12,200,201.06599999999997,21.862132649858292,198.0169,203.95248750000002
4,84,188.6202380952381,27.235554405093986,182.5183035714286,194.58062499999994
11,30,175.41666666666669,25.300514926687868,166.21300000000005,184.61708333333334
3,196,169.76530612244898,22.756728549904622,166.58243622448978,172.9072448979592
5,31,144.6032258064516,14.06408108235113,139.72564516129032,150.14217741935485
