feature,phase,family,cohens_d,abs_d,r_pb,r_cont_est,r_pearson,p_pearson,rho_spearman,p_spearman,p_ttest,view,target,q_fdr_pearson,q_fdr_ttest,sig_fdr_05
3-HIP-ROTATION,3,HIP-ROTATION,-0.13705353086950522,0.13705353086950522,-0.06864473543392324,-0.08603341737161825,-0.05825245137599046,0.14971393954981074,-0.09659154518442038,0.01674730682297283,0.283592485692114,FACEON,AbsSpin,0.27095160801229407,0.4174571748464415,0
3-HIP-SHIFTED,3,HIP-SHIFTED,0.05913353496553488,0.05913353496553488,0.029493383982787027,0.03696447510290151,0.036045302569608584,0.37533790268590417,-0.3274817715271171,1.220534996157045e-16,0.6477410130939942,FACEON,AbsSpin,0.537415633391181,0.74534582328624,0
3-RIGHT-LEG-ANGLE,3,RIGHT-LEG-ANGLE,-0.013200384222776041,0.013200384222776041,-0.00662704134788787,-0.008305764609882235,0.051309118314878395,0.2045848706926869,0.014250300750649062,0.724749305366607,0.917635893822436,FACEON,AbsSpin,0.33549072376726896,0.9461970144489832,0
3-SHOULDER-LOC,3,SHOULDER-LOC,0.09107452086220073,0.09107452086220073,0.04560770396326331,0.057160780147658075,0.018293777641754938,0.6520371370566647,0.05252392349816135,0.1951551313095315,0.4783453297316066,FACEON,AbsSpin,0.7861883183649736,0.6311153041485071,0
4-HEAD-LOC,4,HEAD-LOC,0.0020229993514802036,0.0020229993514802036,0.0010156361821712435,0.0012729111854843601,0.031756840392965065,0.4325382483438865,-0.12329331898625076,0.002227871136462528,0.9873640605724877,FACEON,AbsSpin,0.6022079479704939,0.9952629730570676,0
4-HIP-HANGING-BACK,4,HIP-HANGING-BACK,0.8221534446055092,0.8221534446055092,0.38153473800202503,0.47818288101490336,0.04867945530270725,0.22878278662817486,0.3174817058510324,8.03170573612352e-16,6.196526275705503e-10,FACEON,AbsSpin,0.36721823076624244,8.218550639356772e-09,0
4-HIP-ROTATION,4,HIP-ROTATION,-0.1269862210510142,0.1269862210510142,-0.06362363169218022,-0.07974039706716396,-0.042847728124476625,0.28951731386441576,0.04483017706629006,0.26776042994803767,0.3204173503089781,FACEON,AbsSpin,0.42916684172842806,0.4586680973209879,0
4-HIP-SHIFTED,4,HIP-SHIFTED,0.059356383121832494,0.059356383121832494,0.02978635283946987,0.03733165711277528,0.037805791131494466,0.3504662133908612,-0.3716226119243178,1.7721677587682796e-21,0.6424123635876795,FACEON,AbsSpin,0.5075717573246956,0.7426051175417212,0
4-RIGHT-ARMPIT-ANGLE,4,RIGHT-ARMPIT-ANGLE,0.10914990760074615,0.10914990760074615,0.054716074977263565,0.0685764303074193,0.05832689979865897,0.14919327935792373,-0.0024359424787742095,0.9520058292839682,0.39285783500573324,FACEON,AbsSpin,0.27095160801229407,0.5351360779537555,0
4-SHOULDER-HANGING-BACK,4,SHOULDER-HANGING-BACK,0.2949009573366498,0.2949009573366498,0.14645709270154392,0.18355674479297174,-0.023493718727447797,0.5615302682631589,0.19541042617038828,1.0862285515033843e-06,0.021692798803018817,FACEON,AbsSpin,0.7184577000987069,0.04837686104744019,0
5-HEAD-LOC,5,HEAD-LOC,-0.10178517449377789,0.10178517449377789,-0.05088937029638836,-0.06378036723154702,-0.02032550875728481,0.617225417840903,-0.17130579889026917,2.2032551879606594e-05,0.42913103240681627,FACEON,AbsSpin,0.7629012428592908,0.5752181923750942,0
5-HIP-HANGING-BACK,5,HIP-HANGING-BACK,0.4119375409404908,0.4119375409404908,0.20224789068285307,0.2534801406350596,0.11383769515568645,0.0048781396958856955,0.24491578673677566,8.778571643414056e-10,0.0015541361212239606,FACEON,AbsSpin,0.013812260711946014,0.004400475309533012,1
5-HIP-SHIFTED,5,HIP-SHIFTED,0.07525221244039684,0.07525221244039684,0.037676923247045684,0.04722102055607338,0.04356445721054253,0.283100062358547,-0.34349254624247166,2.6345804828275486e-18,0.5577969865322769,FACEON,AbsSpin,0.42719290846918473,0.676461210556812,0
5-LEFT-ARM-ANGLE,5,LEFT-ARM-ANGLE,0.508139968376471,0.508139968376471,0.24731809929380005,0.30996727025891824,0.14540553404358697,0.00031450289443134976,0.17964542403729072,8.03753751245947e-06,9.300255616342489e-05,FACEON,AbsSpin,0.0011162637943197204,0.0003255089465719871,1
5-RIGHT-ARM-ANGLE,5,RIGHT-ARM-ANGLE,-0.26143696389331306,0.26143696389331306,-0.1301790554505411,-0.16315525057854158,-0.08013840309254822,0.04788409169443395,-0.17580654794415077,1.2581779740802167e-05,0.04178682661763622,FACEON,AbsSpin,0.10492861832171613,0.0884897504844061,0
5-SHOULDER-ANGLE,5,SHOULDER-ANGLE,0.4550190559719328,0.4550190559719328,0.22256462320193343,0.27894338872528057,0.1399378509693195,0.0005335208751128301,0.229627689322797,9.933647014809544e-09,0.0004570094135335167,FACEON,AbsSpin,0.0017460683185510802,0.001387546653137906,1
5-SHOULDER-HANGING-BACK,5,SHOULDER-HANGING-BACK,0.42362437397468383,0.42362437397468383,0.20788358970632564,0.2605434418948329,0.04697845657208523,0.246642868727516,0.27285372760066323,7.09780363127784e-12,0.0010831659800618232,FACEON,AbsSpin,0.3860497075735033,0.003137446287075626,0
6-HEAD-LOC,6,HEAD-LOC,-0.31152912919804704,0.31152912919804704,-0.15422861525126413,-0.1932969038730023,-0.059251205806203563,0.14921698847136677,-0.11692319753369255,0.0043246511931043525,0.01801341648301972,FACEON,AbsSpin,0.27095160801229407,0.041091839446709445,0
6-HIP-SHIFTED,6,HIP-SHIFTED,-0.9896747773435806,0.9896747773435806,-0.4453620881308451,-0.5581786012787399,-0.18712424468532152,4.398066503655522e-06,-0.3680241734994689,1.722922312291451e-20,7.542796668193249e-13,FACEON,AbsSpin,2.4093755628721555e-05,1.3577034002747847e-11,1
6-LEFT-ARM-ANGLE,6,LEFT-ARM-ANGLE,-0.6981807043488623,0.6981807043488623,-0.32771348973756953,-0.410727949677094,-0.24721103386423865,1.0126162816156805e-09,-0.24456544044835044,1.5413440163894512e-09,4.0220781546327256e-07,FACEON,AbsSpin,1.2758965148357573e-08,2.815454708242908e-06,1
6-RIGHT-LEG-ANGLE,6,RIGHT-LEG-ANGLE,-0.18875941939636856,0.18875941939636856,-0.09465014178524095,-0.11862636079835903,-0.017690568196630237,0.6667260718749914,-0.08008416793225867,0.050879841411590666,0.1480875180637847,FACEON,AbsSpin,0.8000712862499898,0.2471394341196937,0
6-WEIGHT-SHIFT,6,WEIGHT-SHIFT,-0.07563654536733613,0.07563654536733613,-0.03811329578794574,-0.0477679324307197,-0.04418344933363807,0.28192309203208366,-0.24475593864207645,1.4490028474537672e-09,0.5610333055808481,FACEON,AbsSpin,0.42719290846918473,0.676461210556812,0
7-FINISH-ANGLE,7,FINISH-ANGLE,-0.7171161334532283,0.7171161334532283,-0.33737427603284464,-0.4228359497185461,-0.1984103558768394,1.8048827666126846e-06,-0.23256467322203048,1.9383125832661252e-08,2.5334974170786346e-07,FACEON,AbsSpin,1.1093425785034062e-05,1.9346707548600483e-06,1
7-HIP-SHIFTED,7,HIP-SHIFTED,-1.3400643624528006,1.3400643624528006,-0.5519112352584996,-0.6917181536927385,-0.17845633130364125,1.853002799935113e-05,-0.3438460474387683,3.0995149506804017e-17,1.8450773298873136e-18,FACEON,AbsSpin,7.91452043362116e-05,6.110025251581344e-17,1
0-SPINE-ANGLE,0,SPINE-ANGLE,-1.113576056965013,1.113576056965013,-0.4880889035583173,-0.6117633612170573,-0.34793501007532984,3.909332372004067e-15,-0.3656277702948374,1.1650968783556373e-16,7.664456777368646e-14,DTL,Distance,9.851517577450249e-14,1.4857254676129992e-12,1
1-RIGHT-ARM-ANGLE,1,RIGHT-ARM-ANGLE,0.3467131049268799,0.3467131049268799,0.1719886640068192,0.21556802954745208,0.10926373268261429,0.01310159975959053,0.08876724076221632,0.04405883636604239,0.013026528903236386,DTL,Distance,0.03439169936892514,0.031564281573226625,1
1-SHOULDER-ANGLE,1,SHOULDER-ANGLE,-0.17275504152608342,0.17275504152608342,-0.08625683694822203,-0.10811303456131759,-0.09318466764981545,0.03295405460819088,-0.1479014205239579,0.000683212044203862,0.2100835803544749,DTL,Distance,0.0770319077949078,0.3329626556561489,0
1-SPINE-ANGLE,1,SPINE-ANGLE,-0.8094041659166563,0.8094041659166563,-0.3767271373026856,-0.4721841822212913,-0.2331243509607369,1.1311220629796907e-07,-0.2851438035191984,6.385270350798663e-11,1.611187139021129e-08,DTL,Distance,9.501425329029402e-07,1.5616121501281715e-07,1
2-HIP-ANGLE,2,HIP-ANGLE,-0.20082553762877797,0.20082553762877797,-0.10021145431346352,-0.12560354410091432,-0.07177018271976235,0.10077915707241912,-0.10956173811412445,0.012088433855621923,0.14504429162026203,DTL,Distance,0.1999712408051151,0.2453098086463492,0
2-SHOULDER-ANGLE,2,SHOULDER-ANGLE,-0.3959916489574187,0.3959916489574187,-0.19470202937245634,-0.24403662336167933,-0.16679563315632295,0.00014972683049889053,-0.18069801834375154,3.911632868900578e-05,0.0046568677494413105,DTL,Distance,0.0005667081343366604,0.012352954451149582,1
3-HIP-ANGLE,3,HIP-ANGLE,-0.6312823873425801,0.6312823873425801,-0.30218505671674084,-0.37875424878310626,-0.22697913606994397,1.5455689361147434e-07,-0.2400732862373548,2.7188205370318524e-08,7.151099533863099e-06,DTL,Distance,1.2563979738739202e-06,3.217994790238395e-05,1
3-HIP-LINE,3,HIP-LINE,-0.2347021535097691,0.2347021535097691,-0.11731792954892697,-0.14704454534542036,-0.057889365027432166,0.2050221089688866,-0.045998129699324465,0.3140665264898842,0.09719207764707496,DTL,Distance,0.33549072376726896,0.1814930037767104,0
3-RIGHT-ARM-ANGLE,3,RIGHT-ARM-ANGLE,0.9000293144821251,0.9000293144821251,0.4107293206545614,0.5148020123428418,0.24906129438722072,1.359907160998403e-08,0.24331848653771865,2.9682175732508822e-08,9.603939531230872e-10,DTL,Distance,1.2692466835985096e-07,1.1524727437477049e-08,1
3-RIGHT-DISTANCE,3,RIGHT-DISTANCE,1.5448210232062882,1.5448210232062882,0.6121402176057198,0.7672474303933283,0.4223800511287964,1.9294588887117327e-23,0.42667679371776474,6.1828345606382894e-24,1.2410836119335168e-22,DTL,Distance,2.431118199776783e-21,1.042510234024154e-20,1
3-RIGHT-LEG-ANGLE,3,RIGHT-LEG-ANGLE,-1.4000992503130067,1.4000992503130067,-0.5762172044715427,-0.7222220608350488,-0.38702966778538345,4.245589476180242e-20,-0.42151820215314967,6.700331097887029e-24,6.731317959981757e-20,DTL,Distance,2.6747213699935523e-18,2.827153543192338e-18,1
4-HIP-ANGLE,4,HIP-ANGLE,-0.7616562881320318,0.7616562881320318,-0.35607873166077064,-0.4463037781654309,-0.20708531353345647,2.4560921630901833e-06,-0.17028001878933377,0.0001131662703042126,1.509831966393197e-07,DTL,Distance,1.4736552978541098e-05,1.227347275906728e-06,1
4-HIP-LINE,4,HIP-LINE,0.04144481104689458,0.04144481104689458,0.020656317904227842,0.025890321167583462,0.015455611019201721,0.730019281348943,-0.04224273016000143,0.3453844684936803,0.7693726072957023,DTL,Distance,0.836376896492027,0.8616973201711866,0
4-RIGHT-ARM-ANGLE,4,RIGHT-ARM-ANGLE,-0.3382338522558913,0.3382338522558913,-0.1670354991100679,-0.20935980644750432,-0.09545907710607474,0.0330136747692462,-0.14150610314573722,0.0015294337836918325,0.016982132905147666,DTL,Distance,0.0770319077949078,0.03999530366445993,0
4-SPINE-ANGLE,4,SPINE-ANGLE,0.17418120407567603,0.17418120407567603,0.08628764736456081,0.10815165187820905,0.02557166658582066,0.564502478648984,-0.03656905617174007,0.4098856877173146,0.21694810317401578,DTL,Distance,0.7184577000987069,0.33657085487440086,0
5-LEFT-LEG-ANGLE,5,LEFT-LEG-ANGLE,0.7362096289351836,0.7362096289351836,0.3449392337061626,0.43234169736150346,0.25453759080682076,7.79936571194451e-09,0.2814483847111409,1.4782625814365208e-10,4.503092395043704e-07,DTL,Distance,8.189333997541735e-08,3.0669710366243607e-06,1
5-SHOULDER-ANGLE,5,SHOULDER-ANGLE,-0.25379904989744545,0.25379904989744545,-0.12532358713011554,-0.15707871730654457,-0.12488738857489114,0.006202584564153226,-0.09717580350053001,0.03348045306881713,0.07797649926076997,DTL,Distance,0.01717638802380893,0.15232618460243436,1
5-SPINE-ANGLE,5,SPINE-ANGLE,0.1888842693166385,0.1888842693166385,0.09358709324245819,0.11730066861005725,0.02530354855120246,0.5716573760597964,-0.05847942745927697,0.19083743381697887,0.18131421934492475,DTL,Distance,0.7204697760288711,0.2947818275801357,0
6-HIP-ANGLE,6,HIP-ANGLE,-0.7330458012013008,0.7330458012013008,-0.3455588659512784,-0.43311833518757775,-0.20419200466336704,6.792037853799086e-06,-0.2515665658690527,2.467239526912084e-08,6.18839440568381e-07,DTL,Distance,3.641688381185893e-05,3.8986884755808e-06,1
6-SHOULDER-ANGLE,6,SHOULDER-ANGLE,0.029505987555741534,0.029505987555741534,0.014870459363257005,0.018638412257657125,0.012236427124755533,0.7872326253335181,-0.02715567701925766,0.549121879445875,0.8340410499200085,DTL,Distance,0.8700637460628831,0.8994996252193854,0
6-SPINE-ANGLE,6,SPINE-ANGLE,0.6096411844314826,0.6096411844314826,0.28944291997721605,0.3627834443988438,0.16388344225599755,0.00026548091185384456,0.12114017171517279,0.007202175641183171,3.246401898054644e-05,DTL,Distance,0.0009610744964666345,0.00013634887971829504,1
7-SHOULDER-ANGLE,7,SHOULDER-ANGLE,-0.6851608457613898,0.6851608457613898,-0.32287433636771007,-0.4046858837130619,-0.20065477652564162,9.63732739733183e-06,-0.2738447619848949,1.0970361796206387e-09,3.742389434076787e-06,DTL,Distance,5.0595968835992104e-05,1.8491806615438244e-05,1
7-SPINE-ANGLE,7,SPINE-ANGLE,0.2867369282731663,0.2867369282731663,0.14164045867303948,0.177530041044646,0.05377531448720481,0.24011262937052744,0.1062855919003771,0.019981773844769717,0.04663867789872681,DTL,Distance,0.38055586541743974,0.09713179198743105,0
0-SPINE-ANGLE,0,SPINE-ANGLE,-1.0694901048245176,1.0694901048245176,-0.47354131502571756,-0.5934998293420257,-0.3107953097245282,3.126108490280742e-12,-0.34717475279207943,4.524195017670009e-15,1.1009806023253581e-12,DTL,BallSpeed,6.564827829589557e-11,1.849647411906602e-11,1
1-RIGHT-ARM-ANGLE,1,RIGHT-ARM-ANGLE,0.3885998405351949,0.3885998405351949,0.19174875989703938,0.24032297217668835,0.15249577604570996,0.0005154399622352345,0.11675574012614005,0.007995788681002754,0.005679545516265934,DTL,BallSpeed,0.0017090904010957776,0.014604545613255259,1
1-SHOULDER-ANGLE,1,SHOULDER-ANGLE,-0.16298903695614603,0.16298903695614603,-0.08156979521939162,-0.10223323289023624,-0.06810566624266648,0.1194478856869656,-0.10070614326325412,0.021131437707791908,0.23814309925040358,DTL,BallSpeed,0.22977761216118572,0.36151843982591386,0
1-SPINE-ANGLE,1,SPINE-ANGLE,-0.7151646824848416,0.7151646824848416,-0.3383628079710445,-0.42407760931186606,-0.2268950005026944,2.486908282824898e-07,-0.29446363292948075,1.4008674089094025e-11,5.859193943171946e-07,DTL,BallSpeed,1.8990935977935584e-06,3.7859407017418723e-06,1
2-HIP-ANGLE,2,HIP-ANGLE,-0.2241167766605112,0.2241167766605112,-0.11184157699850407,-0.1401735281711381,-0.08856369125348804,0.04271792437959831,-0.10444833143341761,0.016767487657486455,0.105272536123084,DTL,BallSpeed,0.09607199374204564,0.19009835969563146,0
2-SHOULDER-ANGLE,2,SHOULDER-ANGLE,-0.3521535382954547,0.3521535382954547,-0.17424600893884526,-0.2183863863348806,-0.12224108823918743,0.005611943820535697,-0.13629312597600313,0.001995787613312106,0.011830967705483692,DTL,BallSpeed,0.01571344269749995,0.029229449625312653,1
3-HIP-ANGLE,3,HIP-ANGLE,-0.5681151200595911,0.5681151200595911,-0.2744396326412,-0.3439612763849224,-0.21005771768508907,1.2563817168298813e-06,-0.19714212527817282,5.563145572816264e-06,5.332015679810323e-05,DTL,BallSpeed,8.118158785670001e-06,0.0001975982281341473,1
3-HIP-LINE,3,HIP-LINE,-0.23042765774965832,0.23042765774965832,-0.11506618417872741,-0.14421499984516442,-0.08338345935658038,0.0676746801515339,-0.06108745659838,0.18105425215921742,0.10561019983090636,DTL,BallSpeed,0.14071528052892288,0.19009835969563146,0
3-RIGHT-ARM-ANGLE,3,RIGHT-ARM-ANGLE,0.8951238125989505,0.8951238125989505,0.41052271324673834,0.5145172185023231,0.2792343923608944,1.6235176119296652e-10,0.254596440602678,6.290993061992378e-09,1.097721126565559e-09,DTL,BallSpeed,2.406626107095739e-09,1.2573896540660039e-08,1
3-RIGHT-DISTANCE,3,RIGHT-DISTANCE,1.4822399647697586,1.4822399647697586,0.5971155077046372,0.7483781048775707,0.36750922549138254,1.0097448748381252e-17,0.3789310987516825,7.955891990330285e-19,1.8298850641355482e-21,DTL,BallSpeed,4.240928474320126e-16,9.222620723243164e-20,1
3-RIGHT-LEG-ANGLE,3,RIGHT-LEG-ANGLE,-1.652722107626507,1.652722107626507,-0.6394028220089119,-0.8013777334771504,-0.40166754068768656,1.1706070495346507e-21,-0.42984785140417237,6.914682103007591e-25,1.467469966931134e-23,DTL,BallSpeed,9.833099216091066e-20,1.849012158333229e-21,1
4-HIP-ANGLE,4,HIP-ANGLE,-0.5747948416802534,0.5747948416802534,-0.2764460057054484,-0.3464759082310649,-0.2187901357174306,6.211888393712986e-07,-0.15791236823692603,0.00034839877457163435,6.655248751745172e-05,DTL,BallSpeed,4.119462829514928e-06,0.0002430612587593889,1
4-HIP-LINE,4,HIP-LINE,0.14338220778537236,0.14338220778537236,0.07159142703090587,0.08972712280213008,0.03429111159294323,0.4437673529253368,-0.038975583174701074,0.3840035658009354,0.31256581161625224,DTL,BallSpeed,0.6144471040504663,0.4500947687274032,0
4-RIGHT-ARM-ANGLE,4,RIGHT-ARM-ANGLE,-0.23048787838292673,0.23048787838292673,-0.11466236792962087,-0.14370888798686277,-0.04947044000419627,0.27003154590124206,-0.1195595684592713,0.007502918192306109,0.10425276664985267,DTL,BallSpeed,0.41543466024445,0.19009835969563146,0
4-SPINE-ANGLE,4,SPINE-ANGLE,0.14648517328791572,0.14648517328791572,0.07247456510823673,0.09083397933512939,0.0632247975471662,0.15394336089258204,-0.049045219005747646,0.26892366793349237,0.30461998399532936,DTL,BallSpeed,0.2731952601755681,0.4411737699242701,0
5-LEFT-LEG-ANGLE,5,LEFT-LEG-ANGLE,0.8079033824538779,0.8079033824538779,0.37382353877454927,0.4685213294529072,0.2819232234855743,1.3728753239997486e-10,0.3022861180492047,5.0350403798651275e-12,5.1551954321035356e-08,DTL,BallSpeed,2.162278635299604e-09,4.6396758888931824e-07,1
5-SHOULDER-ANGLE,5,SHOULDER-ANGLE,-0.23828461885745975,0.23828461885745975,-0.1174535518604792,-0.14720714069272575,-0.09897277526462485,0.03032759066615071,-0.07364544193551308,0.10744490444318534,0.10405089260496397,DTL,BallSpeed,0.07247077078084567,0.19009835969563146,0
5-SPINE-ANGLE,5,SPINE-ANGLE,0.17690535364645113,0.17690535364645113,0.0876600672732314,0.10986630588705411,0.04769043799795493,0.2862137450022757,-0.09084996451150666,0.041885023460436724,0.2150765943640824,DTL,BallSpeed,0.42916684172842806,0.33657085487440086,0
6-HIP-ANGLE,6,HIP-ANGLE,-0.5807087697690227,0.5807087697690227,-0.27952154164277,-0.35033054561119825,-0.1955130392884758,1.6701102614104176e-05,-0.24634642639292903,4.866225733389719e-08,7.633943830574263e-05,DTL,BallSpeed,7.51549617634688e-05,0.0002748219779006735,1
6-SHOULDER-ANGLE,6,SHOULDER-ANGLE,0.09651189819925149,0.09651189819925149,0.048575276969563264,0.06088047162286512,0.0218936987120568,0.6291228953588582,-0.015486605379893202,0.7326484123984269,0.49786807284138057,DTL,BallSpeed,0.7696066486914187,0.6467152286393191,0
6-SPINE-ANGLE,6,SPINE-ANGLE,0.5236651787437315,0.5236651787437315,0.25125376433243374,0.3149019135632178,0.19544449423071458,1.289628267960015e-05,0.11151808937185546,0.013417395505980066,0.0003738775512634386,DTL,BallSpeed,6.13181742501743e-05,0.0011631746039306979,1
7-SHOULDER-ANGLE,7,SHOULDER-ANGLE,-0.5646180222981896,0.5646180222981896,-0.26979525516796726,-0.3381403751239334,-0.16222445553095152,0.00036410665707185217,-0.25623354491083494,1.281344072357458e-08,0.00014883646603481692,DTL,BallSpeed,0.0012743732997514826,0.0004871011615684917,1
7-SPINE-ANGLE,7,SPINE-ANGLE,0.18902871501072407,0.18902871501072407,0.09389609551770858,0.11768205834926167,0.04915858426314736,0.2829453325815767,0.11096721949388341,0.015107193982799175,0.19293727628546187,DTL,BallSpeed,0.42719290846918473,0.30968276193590055,0
0-SPINE-ANGLE,0,SPINE-ANGLE,1.3582657276303836,1.3582657276303836,0.562250381719591,0.7046808694610806,0.3716739790572068,3.33296302958555e-17,0.3359482407243026,3.736142648038556e-14,2.4414398411427456e-17,DTL,AbsDir,1.1998666906507981e-15,6.836031555199687e-16,1
1-RIGHT-ARM-ANGLE,1,RIGHT-ARM-ANGLE,-0.13820059890900088,0.13820059890900088,-0.06932056191548694,-0.08688099720401474,-0.057393721603475875,0.19347143871813477,-0.041310546528871755,0.349475606902089,0.3221597350230748,DTL,AbsDir,0.32217881632537676,0.4586680973209879,0
1-SHOULDER-ANGLE,1,SHOULDER-ANGLE,0.5822163286087606,0.5822163286087606,0.2805441835953087,0.3516122454440349,0.20338705487689074,2.6821316615761743e-06,0.21194355942328041,9.79314831196486e-07,3.6980873984909816e-05,DTL,AbsDir,1.571853903993479e-05,0.00014792349593963926,1
1-SPINE-ANGLE,1,SPINE-ANGLE,0.5134836295056437,0.5134836295056437,0.2500455619252619,0.31338764669839697,0.17178569592674073,0.00010293238083248536,0.14975178663784733,0.0007266365376748643,0.0002728400957673585,DTL,AbsDir,0.00041172952332994145,0.0008594463016671792,1
2-HIP-ANGLE,2,HIP-ANGLE,-0.21750970341130635,0.21750970341130635,-0.10868678410267014,-0.13621955628763902,-0.08841032693253442,0.04307990195575856,-0.02032908902051603,0.6424394290187296,0.1155540022749468,DTL,AbsDir,0.09607199374204564,0.20363362638661955,0
2-SHOULDER-ANGLE,2,SHOULDER-ANGLE,0.8309827043288367,0.8309827043288367,0.38574836077903857,0.48346697326481847,0.29685717190095684,7.089633720361895e-12,0.2506022311655762,8.998377695549142e-09,1.3316238552302585e-08,DTL,AbsDir,1.374298228870152e-10,1.3422768460721004e-07,1
3-HIP-ANGLE,3,HIP-ANGLE,0.37237756831077,0.37237756831077,0.1839204265766253,0.23051154845868416,0.17275007101422354,7.154278054369844e-05,0.17595073347376822,5.213818331565415e-05,0.007395809085374181,DTL,AbsDir,0.00029078678543567756,0.018508758529023568,1
3-HIP-LINE,3,HIP-LINE,-0.506559188592986,0.506559188592986,-0.24656406032538772,-0.3090242035524339,-0.13582603970517576,0.002835862384849289,-0.15573115992314795,0.0006091705662812908,0.0005191160725503003,DTL,AbsDir,0.008507587154547866,0.0015559160450853027,1
3-RIGHT-ARM-ANGLE,3,RIGHT-ARM-ANGLE,0.08293433041124132,0.08293433041124132,0.04163580690967016,0.05218307993688947,0.06101331258863466,0.1705798189939212,0.06439988591333344,0.14802053428810164,0.5543495134034213,DTL,AbsDir,0.2985146832393621,0.676461210556812,0
3-RIGHT-DISTANCE,3,RIGHT-DISTANCE,-0.6978020187314745,0.6978020187314745,-0.33089652369320993,-0.4147199496861728,-0.259038630783825,3.0046020121176045e-09,-0.23319377600481192,1.0280289483079883e-07,1.2611281918074155e-06,DTL,AbsDir,3.441635032061983e-08,6.9087892246841025e-06,1
3-RIGHT-LEG-ANGLE,3,RIGHT-LEG-ANGLE,0.8692266071299075,0.8692266071299075,0.4006144375828526,0.5020989569293692,0.2458409125475685,1.2636553511428939e-08,0.2123355836401026,9.80047905178559e-07,2.359569242391267e-09,DTL,AbsDir,1.224773648030805e-07,2.5852671699243447e-08,1
4-HIP-ANGLE,4,HIP-ANGLE,-0.14727329394305017,0.14727329394305017,-0.07393532498062351,-0.09266478207073475,-0.017507459969434657,0.693547521257394,-0.013048588216193728,0.769003742831305,0.28979229365924974,DTL,AbsDir,0.8131290753460553,0.42212519076376265,0
4-HIP-LINE,4,HIP-LINE,0.35216398953841366,0.35216398953841366,0.17418353024541353,0.21830808040314323,0.17114477398237504,0.00011830678855601479,0.11799653639168148,0.008198972013884474,0.01272144060507083,DTL,AbsDir,0.0004658329799393082,0.031124301286192712,1
4-RIGHT-ARM-ANGLE,4,RIGHT-ARM-ANGLE,0.09137447249218535,0.09137447249218535,0.04583738504360753,0.05744901096832141,0.0729645498906814,0.10352754513141742,0.02884084512679262,0.5203709723302841,0.517139511745482,DTL,AbsDir,0.20381985447747805,0.6648936579584769,0
4-SPINE-ANGLE,4,SPINE-ANGLE,0.4132871080942346,0.4132871080942346,0.20333423869359926,0.2548433096222828,0.1540925371298391,0.0004789879001454931,0.14691864296027735,0.0008752713830217259,0.003222350680367104,DTL,AbsDir,0.0016242146526506615,0.008731530875833443,1
5-LEFT-LEG-ANGLE,5,LEFT-LEG-ANGLE,-0.1329995150241612,0.1329995150241612,-0.06668213972624151,-0.08357420417590414,-0.0026733818869013083,0.9524510220045779,-0.01450962753283009,0.7462029339088232,0.34213171950655885,DTL,AbsDir,0.9635780008550313,0.4789844073091824,0
5-SHOULDER-ANGLE,5,SHOULDER-ANGLE,0.6756373439650152,0.6756373439650152,0.3212558723012,0.4026371075468484,0.26110582835540813,6.608854594009558e-09,0.2187747267152325,1.3361974005580805e-06,4.018407070360931e-06,DTL,AbsDir,7.241005903001776e-08,1.9473818879441433e-05,1
5-SPINE-ANGLE,5,SPINE-ANGLE,0.6217551412711725,0.6217551412711725,0.29827353032899817,0.3738328287952866,0.19364494442186847,1.2464968245313116e-05,0.18308945117047407,3.676966655300033e-05,1.4094668868207038e-05,DTL,AbsDir,6.040715380420971e-05,6.123890611703748e-05,1
6-HIP-ANGLE,6,HIP-ANGLE,0.1285212593835172,0.1285212593835172,0.06445814894692066,0.08078682722250466,0.03481927591554197,0.44755449672625713,0.015561474741755005,0.7343433853987145,0.36817789989079674,DTL,AbsDir,0.6163045528689443,0.5069990752594579,0
6-SHOULDER-ANGLE,6,SHOULDER-ANGLE,0.175605417250952,0.175605417250952,0.08789908454980665,0.1101658715392074,0.10592884459284369,0.019127246624023132,0.08523356281744222,0.059645646856421125,0.2135287150125627,DTL,AbsDir,0.04918434846177377,0.33630772614478627,1
6-SPINE-ANGLE,6,SPINE-ANGLE,0.33463035432785515,0.33463035432785515,0.16577850834425803,0.20777388010072426,0.10289529687005383,0.02259277969041175,0.09139949148353076,0.04293371477239333,0.018099976899145827,DTL,AbsDir,0.056370103782017435,0.041091839446709445,0
7-SHOULDER-ANGLE,7,SHOULDER-ANGLE,0.4619932563307034,0.4619932563307034,0.22609734534403392,0.28337281588425195,0.1948857973165743,1.7438369959801954e-05,0.1341195532970944,0.0032717730228974,0.0013228309892254508,DTL,AbsDir,7.70959514012297e-05,0.0037881069236910636,1
7-SPINE-ANGLE,7,SPINE-ANGLE,0.012707204130860019,0.012707204130860019,0.006378423521319157,0.007994219619820272,0.01214148823531426,0.790974848299264,0.005739762438308489,0.9002910776721614,0.9287563208119194,DTL,AbsDir,0.8700637460628831,0.951408914002454,0
0-SPINE-ANGLE,0,SPINE-ANGLE,0.7715814948350348,0.7715814948350348,0.3600274861988067,0.4512275382751256,0.27683408373490204,6.542565621314397e-10,0.25870990477324446,8.537126842600077e-09,2.710408861776318e-07,DTL,AbsSpin,8.67750808721699e-09,2.008891274022448e-06,1
