feature,phase,family,cohens_d,abs_d,r_pb,r_cont_est,r_pearson,p_pearson,rho_spearman,p_spearman,p_ttest,view,target,q_fdr_pearson,q_fdr_ttest,sig_fdr_05
1-RIGHT-ARM-ANGLE,1,RIGHT-ARM-ANGLE,-0.22182456904183323,0.22182456904183323,-0.11076877700615988,-0.1388280741949683,-0.061950370444537876,0.1603753978656628,-0.08141397573468909,0.06486994643472763,0.11295852487662467,DTL,AbsSpin,0.2826195822527764,0.2004616075275311,0
1-SHOULDER-ANGLE,1,SHOULDER-ANGLE,0.24308526791473792,0.24308526791473792,0.12122490754298217,0.15193289041838395,0.007275971392919391,0.8680317885447563,0.12481304949941845,0.004216743945360625,0.07996536318881534,DTL,AbsSpin,0.916624222743382,0.15500978095062665,0
1-SPINE-ANGLE,1,SPINE-ANGLE,0.216695259366994,0.216695259366994,0.1080903914894614,0.13547121576170898,0.12659322417913949,0.004343362222007435,0.08355181990905945,0.06036906680265409,0.12397853703131444,DTL,AbsSpin,0.012580773332711192,0.21696243980480026,1
2-HIP-ANGLE,2,HIP-ANGLE,-0.08228559224701745,0.08228559224701745,-0.04130484476984714,-0.05176794588967162,-0.053166171050429055,0.22437284315448924,0.036915481246566566,0.39905877518143273,0.5516810305467427,DTL,AbsSpin,0.36244843894186723,0.676461210556812,0
2-SHOULDER-ANGLE,2,SHOULDER-ANGLE,0.5521825955054247,0.5521825955054247,0.26690983023438203,0.3345218636212311,0.15368688401550873,0.00048339721805079215,0.19762460130900525,6.627515910249193e-06,0.00010970520311477585,DTL,AbsSpin,0.0016242146526506615,0.00037359069168815557,1
3-HIP-ANGLE,3,HIP-ANGLE,0.49467964031835127,0.49467964031835127,0.24118915255293377,0.3022857746617368,0.12705978159937376,0.003607272404347313,0.17842983039990357,4.064896640228597e-05,0.00042230922719955225,DTL,AbsSpin,0.010570147045296779,0.0012978283567595995,1
3-HIP-LINE,3,HIP-LINE,-0.0003699883156072938,0.0003699883156072938,-0.0001863063553998473,-0.0002335003890943546,-0.0018936453082558074,0.9669587861925513,0.01843425616058038,0.6867443495991676,0.997953704261368,DTL,AbsSpin,0.9708112116355495,0.997953704261368,0
3-RIGHT-ARM-ANGLE,3,RIGHT-ARM-ANGLE,-0.33589773320443006,0.33589773320443006,-0.16616090465362682,-0.20825181087152336,-0.10021881917674666,0.0241666384023385,-0.06537647896412827,0.14195709516106061,0.017874728176381163,DTL,AbsSpin,0.05970581252342453,0.041091839446709445,0
3-RIGHT-DISTANCE,3,RIGHT-DISTANCE,-0.9730564835276787,0.9730564835276787,-0.43835863423141375,-0.5494010734965452,-0.33057128729809176,1.918576847745146e-14,-0.29053028019477944,2.337192783405051e-11,6.447177743973765e-11,DTL,AbsSpin,4.395285142107062e-13,1.015430494675868e-09,1
3-RIGHT-LEG-ANGLE,3,RIGHT-LEG-ANGLE,0.9199244654884499,0.9199244654884499,0.4195294496283026,0.5258021902393426,0.26096366143823635,1.419715790762698e-09,0.27345388910676144,2.0949012863013811e-10,3.2489300578383175e-10,DTL,AbsSpin,1.7036589489152375e-08,4.81606102691327e-09,1
4-HIP-ANGLE,4,HIP-ANGLE,0.024259434271766613,0.024259434271766613,0.012184261339902263,0.015270706990046205,0.025118736806202326,0.5718014095467231,0.037763452711106045,0.39521893248510176,0.8623439635894581,DTL,AbsSpin,0.7204697760288711,0.9017040615126284,0
4-HIP-LINE,4,HIP-LINE,0.017245329313136333,0.017245329313136333,0.008641971749028306,0.010831105367338336,0.005915026613968187,0.8949315667257247,0.010476714296101352,0.8150461010890973,0.9033385222165261,DTL,AbsSpin,0.9250003257351673,0.9367955045208418,0
4-RIGHT-ARM-ANGLE,4,RIGHT-ARM-ANGLE,0.13124794846286908,0.13124794846286908,0.06570363066662308,0.08234728918743495,0.09479409304621454,0.03426000278463758,0.029109254917242054,0.5164946664675174,0.3540998362655393,DTL,AbsSpin,0.07920661194246487,0.4913859433040154,0
4-SPINE-ANGLE,4,SPINE-ANGLE,0.1501462378618414,0.1501462378618414,0.0750470059037937,0.09405747346242446,0.1019103451035338,0.0213459970542402,0.06885126125914358,0.12044503087847028,0.2849310875936029,DTL,AbsSpin,0.05379191257668531,0.4174571748464415,0
5-LEFT-LEG-ANGLE,5,LEFT-LEG-ANGLE,0.025712266435134665,0.025712266435134665,0.012900814319584172,0.016168772969617086,0.06608059866794808,0.14007227734078273,0.07496699325541428,0.09403743330532162,0.8550509013140897,DTL,AbsSpin,0.263419506640875,0.8994996252193854,0
5-SHOULDER-ANGLE,5,SHOULDER-ANGLE,0.3364253289702289,0.3364253289702289,0.1665271188601938,0.20871079231389955,0.10864679362232323,0.017374582513759635,0.1143785052990835,0.012245794158134735,0.02064470650284776,DTL,AbsSpin,0.04513809065430338,0.04645058963140746,1
5-SPINE-ANGLE,5,SPINE-ANGLE,0.09589551238244044,0.09589551238244044,0.04814362828732616,0.06033908995416829,0.06548417450740279,0.14289047221126802,0.04325017405334846,0.33350782664832845,0.49517535345575814,DTL,AbsSpin,0.26672888146103363,0.6465502024396428,0
6-HIP-ANGLE,6,HIP-ANGLE,0.2722362803762725,0.2722362803762725,0.13545342549839814,0.16976569312495424,0.039017145874660625,0.3946967076146069,0.0372975746671688,0.41587823387415257,0.05837347824884735,DTL,AbsSpin,0.5587841029150614,0.11959444324154092,0
6-SHOULDER-ANGLE,6,SHOULDER-ANGLE,-0.2381969900090239,0.2381969900090239,-0.11837187993129729,-0.14835715057850782,-0.08256292451225493,0.06812406438304996,-0.06784142693315665,0.13411044384991944,0.09595849689774079,DTL,AbsSpin,0.14071528052892288,0.1814930037767104,0
6-SPINE-ANGLE,6,SPINE-ANGLE,0.025774272719285934,0.025774272719285934,0.01291398645139703,0.016185281788636725,0.030054360131092007,0.5064261254064899,0.032963831496859906,0.4661447801667358,0.855626797332486,DTL,AbsSpin,0.664684289596018,0.8994996252193854,0
7-SHOULDER-ANGLE,7,SHOULDER-ANGLE,0.009335181219775189,0.009335181219775189,0.004700784306242135,0.005891559427484104,0.044060541903225274,0.33591906299069346,0.03819659473030017,0.4042282837586606,0.9478633820549593,DTL,AbsSpin,0.4921604876375276,0.9670508999103229,0
7-SPINE-ANGLE,7,SPINE-ANGLE,0.27068397718471576,0.27068397718471576,0.1349378573814117,0.169119524315186,0.07802005361625615,0.08806551027378647,0.0879619682534155,0.05437436617152914,0.059338287959229304,DTL,AbsSpin,0.17613102054757293,0.11962598852580628,0
